author,poem,words,characters
J. KEATS.,With a sweet kernel; to set budding more,8,40
J. KEATS.,"And still more, later flowers for the bees,",8,43
J. KEATS.,Until they think warm days will never cease;,8,44
J. KEATS.,And sometime like a gleaner thou dost keep,8,42
J. KEATS.,"Thou watchest the last oozings, hours by hours.",8,47
J. KEATS.,"Think not of them,—thou hast thy music too,",8,43
J. KEATS.,And full-grown lambs loud bleat from hilly bourn;,8,49
T. CAMPBELL.,The Queen of vintage bow'd before his throne;,8,45
T. CAMPBELL.,"Or start, ye demons of the midnight air,",8,40
T. CAMPBELL.,At shrieks and thunders louder than your own?,8,45
T. CAMPBELL.,"But Man will ask no truce to death,",8,35
W. WORDSWORTH.,"Had trod the banks of Clyde and Tay,",8,36
W. WORDSWORTH.,—Strange words they seem'd of slight and scorn;,8,47
W. WORDSWORTH.,"And look'd me in the face, to think",8,35
W. WORDSWORTH.,"But, though so near, we will not turn",8,37
W. WORDSWORTH.,We will not see them; will not go,8,33
W. WORDSWORTH.,"Should we be loth to stir from home,",8,36
W. WORDSWORTH.,"The path that leads them to the grove,",8,38
W. WORDSWORTH.,"One hour is theirs, nor more is mine—",8,37
P.B. SHELLEY.,"For now the Earth has changed its face,",8,39
P.B. SHELLEY.,It seem'd as if the hour were one,8,33
P.B. SHELLEY.,Was one fair Form that fill'd with love,8,39
W. WORDSWORTH.,"It is a beauteous evening, calm and free;",8,41
W. WORDSWORTH.,The holy time is quiet as a nun,8,31
W. WORDSWORTH.,The gentleness of heaven is on the Sea:,8,39
W. WORDSWORTH.,Thou liest in Abraham's bosom all the year;,8,43
SIR W. SCOTT.,"Now to their mates the wild swans row,",8,38
P.B. SHELLEY.,"Of climbing heaven, and gazing on the earth,",8,44
P.B. SHELLEY.,"Among the stars that have a different birth,—",8,45
P.B. SHELLEY.,A widow bird sate mourning for her Love,8,39
P.B. SHELLEY.,"There was no leaf upon the forest bare,",8,39
W. WORDSWORTH.,A flock of sheep that leisurely pass by,8,39
W. WORDSWORTH.,"Murmuring; the fall of rivers, winds and seas,",8,46
W. WORDSWORTH.,"Must hear, first utter'd from my orchard trees,",8,47
W. WORDSWORTH.,So do not let me wear to-night away:,8,36
W. WORDSWORTH.,Without Thee what is all the morning's wealth?,8,46
W. WORDSWORTH.,Dear mother of fresh thoughts and joyous health!,8,48
T. CAMPBELL.,"And thousands had sunk on the ground overpower'd,",8,49
T. CAMPBELL.,"By the wolf-scaring faggot that guarded the slain,",8,50
T. CAMPBELL.,And fain was their war-broken soldier to stay;—,8,47
T. CAMPBELL.,"But sorrow return'd with the dawning of morn,",8,45
P.B. SHELLEY.,"Along a shelving bank of turf, which lay",8,40
P.B. SHELLEY.,"Under a copse, and hardly dared to fling",8,40
P.B. SHELLEY.,"And in the warm hedge grew lush eglantine,",8,42
P.B. SHELLEY.,"With its dark buds and leaves, wandering astray;",8,48
P.B. SHELLEY.,"And flowers azure, black, and streak'd with gold,",8,49
P.B. SHELLEY.,"There grew broad flag-flowers, purple prankt with white,",8,56
P.B. SHELLEY.,Which lit the oak that overhung the hedge,8,41
P.B. SHELLEY.,With moonlight beams of their own watery light;,8,47
P.B. SHELLEY.,"And bulrushes, and reeds of such deep green",8,43
P.B. SHELLEY.,As soothed the dazzled eye with sober sheen.,8,44
P.B. SHELLEY.,That I might there present it—O! to Whom?,8,41
W. WORDSWORTH.,While a fair region round the Traveller lies,8,44
W. WORDSWORTH.,"The work of Fancy, or some happy tone",8,37
W. WORDSWORTH.,With Thought and Love companions of our way—,8,44
W. WORDSWORTH.,The Mind's internal heaven shall shed her dews,8,46
P.B. SHELLEY.,Make the cold air fire; then screen them,8,40
P.B. SHELLEY.,"Through the veil which seems to hide them,",8,42
W. WORDSWORTH.,And much it grieved my heart to think,8,37
W. WORDSWORTH.,"And I must think, do all I can,",8,31
W. WORDSWORTH.,"And she had made a pipe of straw,",8,33
W. WORDSWORTH.,As if she from her birth had been,8,33
W. WORDSWORTH.,She seem'd to live; her thoughts her own;,8,41
W. WORDSWORTH.,She pass'd her time; and in this way,8,36
W. WORDSWORTH.,"And when he chose to sport and play,",8,36
W. WORDSWORTH.,"By such a youth, in the green shade,",8,36
W. WORDSWORTH.,"Who quit their fold with dance and shout,",8,41
W. WORDSWORTH.,"And then he said, ""How sweet it were",8,36
W. WORDSWORTH.,"""What days and what bright years! Ah me!",8,40
W. WORDSWORTH.,"And all the while,"" said he, ""to know",8,37
W. WORDSWORTH.,"That we were in a world of woe,",8,31
W. WORDSWORTH.,"""Sweet Ruth! and could you go with me",8,37
W. WORDSWORTH.,"We in the church our faith will plight,",8,39
W. WORDSWORTH.,Even so they did; and I may say,8,31
W. WORDSWORTH.,"For him, a youth to whom was given",8,34
W. WORDSWORTH.,What could he less than love a maid,8,35
W. WORDSWORTH.,"""O Ruth! I have been worse than dead;",8,37
W. WORDSWORTH.,And seem'd as if let loose from chains,8,38
W. WORDSWORTH.,Like the whole sky when to the east,8,35
W. WORDSWORTH.,That she in half a year was mad,8,31
W. WORDSWORTH.,—They all were with her in her cell;,8,36
W. WORDSWORTH.,And where it liked her best she sought,8,38
W. WORDSWORTH.,Sore aches she needs must have! but less,8,40
W. WORDSWORTH.,If she is prest by want of food,8,31
W. WORDSWORTH.,And there she begs at one steep place,8,37
W. WORDSWORTH.,"I, too, have pass'd her on the hills",8,36
W. WORDSWORTH.,"Ere she had wept, ere she had mourn'd,",8,38
P.B. SHELLEY.,To such a one this morn was led,8,31
P.B. SHELLEY.,"Till all is bright, and clear, and still",8,40
P.B. SHELLEY.,Will spread his sail and seize his oar,8,38
P.B. SHELLEY.,"Thou, from whose unseen presence the leaves dead",8,48
P.B. SHELLEY.,"Are driven, like ghosts from an enchanter fleeing,",8,50
P.B. SHELLEY.,"Yellow, and black, and pale, and hectic red,",8,44
P.B. SHELLEY.,"Each like a corpse within its grave, until",8,42
P.B. SHELLEY.,Thine azure sister of the spring shall blow,8,43
P.B. SHELLEY.,"Her clarion o'er the dreaming earth, and fill",8,45
P.B. SHELLEY.,With living hues and odours plain and hill:,8,43
P.B. SHELLEY.,Loose clouds like earth's decaying leaves are shed,8,50
P.B. SHELLEY.,Angels of rain and lightning; there are spread,8,46
P.B. SHELLEY.,"On the blue surface of thine airy surge,",8,40
P.B. SHELLEY.,Like the bright hair uplifted from the head,8,43
P.B. SHELLEY.,The locks of the approaching storm. Thou dirge,8,46
P.B. SHELLEY.,"Will be the dome of a vast sepulchre,",8,37
P.B. SHELLEY.,"Lull'd by the coil of his crystalline streams,",8,46
P.B. SHELLEY.,And saw in sleep old palaces and towers,8,39
P.B. SHELLEY.,"So sweet, the sense faints picturing them! Thou",8,47
P.B. SHELLEY.,The sea-blooms and the oozy woods which wear,8,44
P.B. SHELLEY.,"Thy voice, and suddenly grow gray with fear",8,43
P.B. SHELLEY.,"The impulse of thy strength, only less free",8,43
P.B. SHELLEY.,"As then, when to outstrip the skyey speed",8,41
P.B. SHELLEY.,"Will take from both a deep autumnal tone,",8,41
P.B. SHELLEY.,"Sweet though in sadness. Be thou, Spirit fierce,",8,48
P.B. SHELLEY.,Like wither'd leaves to quicken a new birth!,8,44
P.B. SHELLEY.,"If Winter comes, can Spring be far behind?",8,42
W. WORDSWORTH.,"I was thy neighbour once, thou rugged Pile!",8,43
W. WORDSWORTH.,Thy form was sleeping on a glassy sea.,8,38
W. WORDSWORTH.,"Whene'er I look'd, thy image still was there;",8,45
W. WORDSWORTH.,"No mood, which season takes away, or brings:",8,44
W. WORDSWORTH.,I could have fancied that the mighty Deep,8,41
W. WORDSWORTH.,Was even the gentlest of all gentle things.,8,43
W. WORDSWORTH.,"I would have planted thee, thou hoary pile,",8,43
W. WORDSWORTH.,"On tranquil land, beneath a sky of bliss.",8,41
W. WORDSWORTH.,"A picture had it been of lasting ease,",8,38
W. WORDSWORTH.,"No motion but the moving tide, a breeze,",8,40
W. WORDSWORTH.,"Such, in the fond illusion of my heart,",8,39
W. WORDSWORTH.,A steadfast peace that might not be betray'd.,8,45
W. WORDSWORTH.,"A power is gone, which nothing can restore;",8,43
W. WORDSWORTH.,Not for a moment could I now behold,8,35
W. WORDSWORTH.,"This sea in anger, and that dismal shore.",8,41
W. WORDSWORTH.,"O 'tis a passionate work!—yet wise and well,",8,44
W. WORDSWORTH.,Well chosen is the spirit that is here;,8,39
W. WORDSWORTH.,"That hulk which labours in the deadly swell,",8,44
W. WORDSWORTH.,—Cased in the unfeeling armour of old time—,8,43
W. WORDSWORTH.,"The lightning, the fierce wind, and trampling waves.",8,52
W. WORDSWORTH.,Is to be pitied; for 'tis surely blind.,8,39
W. WORDSWORTH.,Not without hope we suffer and we mourn.,8,40
P.B. SHELLEY.,"Nor heed nor see, what things they be—",8,38
W. WORDSWORTH.,"Getting and spending, we lay waste our powers;",8,46
W. WORDSWORTH.,Little we see in Nature that is ours;,8,37
W. WORDSWORTH.,It moves us not.—Great God! I'd rather be,8,41
W. WORDSWORTH.,"So might I, standing on this pleasant lea,",8,42
W. WORDSWORTH.,Have glimpses that would make me less forlorn;,8,46
W. WORDSWORTH.,Have sight of Proteus rising from the sea;,8,42
W. WORDSWORTH.,Or hear old Triton blow his wreathed horn.,8,42
W. WORDSWORTH.,"Tax not the royal Saint with vain expense,",8,42
W. WORDSWORTH.,"Where light and shade repose, where music dwells",8,48
W. WORDSWORTH.,Lingering and wandering on as loth to die—,8,42
S. T. COLERIDGE.,Ah! for the change 'twixt Now and Then!,8,39
S. T. COLERIDGE.,"That ask no aid of sail or oar,",8,31
S. T. COLERIDGE.,That fear no spite of wind or tide!,8,35
S. T. COLERIDGE.,Nought cared this body for wind or weather,8,42
S. T. COLERIDGE.,O Youth! for years so many and sweet,8,36
S. T. COLERIDGE.,"'Tis known that Thou and I were one,",8,36
S. T. COLERIDGE.,Life is but Thought: so think I will,8,36
W. WORDSWORTH.,As blithe a man as you could see,8,32
W. WORDSWORTH.,"A day like this, which I have left",8,34
W. WORDSWORTH.,"""With rod and line I sued the sport",8,35
W. WORDSWORTH.,"""There came from me a sigh of pain",8,34
W. WORDSWORTH.,"A pair of friends, though I was young,",8,38
W. WORDSWORTH.,For the same sound is in my ears,8,32
W. WORDSWORTH.,"At this he grasp'd my hand and said,",8,36
T. CAMPBELL.,When joys have lost their bloom and breath,8,42
T. CAMPBELL.,"Why, as we reach the Falls of Death,",8,36
T. CAMPBELL.,When one by one our friends have gone,8,37
J. KEATS.,Four Seasons fill the measure of the year;,8,42
J. KEATS.,"He has his lusty Spring, when fancy clear",8,41
J. KEATS.,Takes in all beauty with an easy span:,8,38
J. KEATS.,Spring's honey'd cud of youthful thought he loves,8,49
J. KEATS.,"He has his Winter too of pale misfeature,",8,41
J. KEATS.,Or else he would forego his mortal nature.,8,42
P.B. SHELLEY.,Trembling at that where I had stood before;,8,43
P.B. SHELLEY.,When will return the glory of your prime?,8,41
W. WORDSWORTH.,So is it now I am a man;,8,24
W. WORDSWORTH.,So be it when I shall grow old,8,30
W. WORDSWORTH.,The glory and the freshness of a dream.,8,39
W. WORDSWORTH.,Look round her when the heavens are bare;,8,41
W. WORDSWORTH.,"The cataracts blow their trumpets from the steep,—",8,50
W. WORDSWORTH.,"I hear the echoes through the mountains throng,",8,47
W. WORDSWORTH.,"Ye blesséd creatures, I have heard the call",8,43
W. WORDSWORTH.,The heavens laugh with you in your jubilee;,8,43
W. WORDSWORTH.,"I hear, I hear, with joy I hear!",8,32
W. WORDSWORTH.,"A single field which I have look'd upon,",8,40
W. WORDSWORTH.,But trailing clouds of glory do we come,8,39
W. WORDSWORTH.,"The youth, who daily farther from the east",8,42
W. WORDSWORTH.,"At length the man perceives it die away,",8,40
W. WORDSWORTH.,And fade into the light of common day.,8,38
W. WORDSWORTH.,"Yearnings she hath in her own natural kind,",8,43
W. WORDSWORTH.,"And, even with something of a mother's mind,",8,44
W. WORDSWORTH.,A six years' darling of a pigmy size!,8,37
W. WORDSWORTH.,With light upon him from his father's eyes!,8,43
W. WORDSWORTH.,"Some fragment from his dream of human life,",8,43
W. WORDSWORTH.,"Filling from time to time his ""humorous stage""",8,46
W. WORDSWORTH.,"With all the Persons, down to palsied Age,",8,42
W. WORDSWORTH.,That life brings with her in her equipage;,8,42
W. WORDSWORTH.,"That, deaf and silent, read'st the eternal deep,",8,48
W. WORDSWORTH.,"In darkness lost, the darkness of the grave;",8,44
W. WORDSWORTH.,"Thou little child, yet glorious in the might",8,44
W. WORDSWORTH.,Why with such earnest pains dost thou provoke,8,45
W. WORDSWORTH.,And custom lie upon thee with a weight,8,38
W. WORDSWORTH.,"Heavy as frost, and deep almost as life!",8,40
W. WORDSWORTH.,With new-fledged hope still fluttering in his breast:,8,53
W. WORDSWORTH.,"Are yet the fountain-light of all our day,",8,42
W. WORDSWORTH.,Are yet a master-light of all our seeing;,8,41
W. WORDSWORTH.,Our noisy years seem moments in the being,8,41
W. WORDSWORTH.,"Nor all that is at enmity with joy,",8,35
W. WORDSWORTH.,Our souls have sight of that immortal sea,8,41
W. WORDSWORTH.,"And see the children sport upon the shore,",8,42
W. WORDSWORTH.,"Be now for ever taken from my sight,",8,36
W. WORDSWORTH.,"And O, ye Fountains, Meadows, Hills, and Groves,",8,48
W. WORDSWORTH.,The clouds that gather round the setting sun,8,44
W. WORDSWORTH.,Do take a sober colouring from an eye,8,37
W. WORDSWORTH.,"Thanks to its tenderness, its joys, and fears,",8,46
P.B. SHELLEY.,"And so thy thoughts, when Thou art gone,",8,40
T. NASH.,"Spring, the sweet Spring, is the year's pleasant king;",9,54
T. NASH.,"Cold doth not sting, the pretty birds do sing,",9,46
T. NASH.,"Lambs frisk and play, the shepherds pipe all day,",9,49
T. NASH.,"And we hear aye birds tune their merry lay,",9,43
T. NASH.,"The fields breathe sweet, the daisies kiss our feet,",9,52
T. NASH.,"In every street these tunes our ears do greet,",9,46
WILLIAM DRUMMOND OF HAWTHORNDEN.,Give life to this dark world which lieth dead;,9,46
WILLIAM DRUMMOND OF HAWTHORNDEN.,Which serves but to make dear thy glorious light.,9,49
WILLIAM DRUMMOND OF HAWTHORNDEN.,This is the morn should bring unto this grove,9,45
WILLIAM DRUMMOND OF HAWTHORNDEN.,"The fields with flowers are deck'd in every hue,",9,48
W. SHAKESPEARE.,When I have seen by Time's fell hand defaced,9,44
W. SHAKESPEARE.,"And the firm soil win of the watery main,",9,41
W. SHAKESPEARE.,That Time will come and take my Love away.,9,42
W. SHAKESPEARE.,"—This thought is as a death, which cannot choose",9,48
W. SHAKESPEARE.,"Since brass, nor stone, nor earth, nor boundless sea,",9,53
W. SHAKESPEARE.,"How with this rage shall beauty hold a plea,",9,44
W. SHAKESPEARE.,Nor gates of steel so strong but time decays?,9,45
W. SHAKESPEARE.,Shall Time's best jewel from Time's chest lie hid?,9,50
W. SHAKESPEARE.,"With a hey, and a ho, and a hey-nonino!",9,39
W. SHAKESPEARE.,"In the spring time, the only pretty ring time,",9,46
W. SHAKESPEARE.,"With a hey, and a ho, and a hey-nonino!",9,39
W. SHAKESPEARE.,Being your slave what should I do but tend,9,42
W. SHAKESPEARE.,"I have no precious time at all to spend,",9,40
W. SHAKESPEARE.,"Whilst I, my sovereign, watch the clock for you,",9,48
W. SHAKESPEARE.,"Save where you are, how happy you make those;—",9,46
W. SHAKESPEARE.,"Though you do any thing, he thinks no ill.",9,42
W. SHAKESPEARE.,"What freezings have I felt, what dark days seen,",9,48
W. SHAKESPEARE.,"Wishing me like to one more rich in hope,",9,41
W. SHAKESPEARE.,Like to the lark at break of day arising,9,40
W. SHAKESPEARE.,"O never say that I was false of heart,",9,38
W. SHAKESPEARE.,"Just to the time, not with the time exchanged,",9,46
W. SHAKESPEARE.,To leave for nothing all thy sum of good:,9,41
W. SHAKESPEARE.,"To me, fair Friend, you never can be old,",9,41
W. SHAKESPEARE.,"So your sweet hue, which methinks still doth stand,",9,51
W. SHAKESPEARE.,"For fear of which, hear this, thou age unbred,—",9,47
H. CONSTABLE.,How blest were I if thou would'st prove me.,9,43
H. CONSTABLE.,"For dead, thy breath to life might move me.",9,43
W. SHAKESPEARE.,"Rough winds do shake the darling buds of May,",9,45
W. SHAKESPEARE.,And summer's lease hath all too short a date:,9,45
W. SHAKESPEARE.,"Nor shall death brag thou wanderest in his shade,",9,49
W. SHAKESPEARE.,They had not skill enough your worth to sing:,9,45
W. SHAKESPEARE.,"Have eyes to wonder, but lack tongues to praise.",9,48
"W. ALEXANDER, EARL OF STERLINE.","O if thou knew'st how thou thyself does harm,",9,45
"W. ALEXANDER, EARL OF STERLINE.","And dost prejudge thy bliss, and spoil thy rest;",9,48
"W. ALEXANDER, EARL OF STERLINE.","O if thy pride did not our joys controul,",9,41
"W. ALEXANDER, EARL OF STERLINE.","For if I saw thee once transform'd in me,",9,41
"W. ALEXANDER, EARL OF STERLINE.",Then in thy bosom I would pour my soul;,9,39
"W. ALEXANDER, EARL OF STERLINE.","Then all my thoughts should in thy visage shine,",9,48
"W. ALEXANDER, EARL OF STERLINE.",And if that aught mischanced thou should'st not moan,9,52
"W. ALEXANDER, EARL OF STERLINE.","And whilst we thus should make our sorrows one,",9,47
W. SHAKESPEARE.,Let me not to the marriage of true minds,9,40
W. SHAKESPEARE.,"Love's not Time's fool, though rosy lips and cheeks",9,51
W. SHAKESPEARE.,"Love alters not with his brief hours and weeks,",9,47
SIR P. SIDNEY.,"I hold his dear, and mine he cannot miss,",9,41
SIR P. SIDNEY.,My heart in him his thoughts and senses guides:,9,47
SIR P. SIDNEY.,"My true-love hath my heart, and I have his.",9,43
J. SYLVESTER.,"Were I as base as is the lowly plain,",9,37
J. SYLVESTER.,"And you, my Love, as high as heaven above,",9,42
J. SYLVESTER.,Yet should the thoughts of me your humble swain,9,47
J. SYLVESTER.,"Were I as high as heaven above the plain,",9,41
J. SYLVESTER.,"And you, my Love, as humble and as low",9,38
J. SYLVESTER.,"Whereso'er you were, with you my love should go.",9,48
J. SYLVESTER.,"Whereso'er you are, my heart shall truly love you.",9,50
W. SHAKESPEARE.,That time of year thou may'st in me behold,9,42
W. SHAKESPEARE.,"When yellow leaves, or none, or few do hang",9,43
W. SHAKESPEARE.,"Bare ruin'd choirs, where late the sweet birds sang.",9,52
W. SHAKESPEARE.,In me thou seest the twilight of such day,9,41
W. SHAKESPEARE.,"Which by and by black night doth take away,",9,43
W. SHAKESPEARE.,"Death's second self, that seals up all in rest.",9,47
W. SHAKESPEARE.,"In me thou seest the glowing of such fire,",9,42
W. SHAKESPEARE.,That on the ashes of his youth doth lie,9,39
W. SHAKESPEARE.,"—This thou perceiv'st, which makes thy love more strong,",9,56
W. SHAKESPEARE.,"Then can I drown an eye, unused to flow,",9,40
W. SHAKESPEARE.,And moan the expense of many a vanish'd sight.,9,46
W. SHAKESPEARE.,Which I new pay as if not paid before:,9,38
W. SHAKESPEARE.,Like as the waves make towards the pebbled shore,9,48
W. SHAKESPEARE.,"And Time that gave, doth now his gift confound.",9,47
W. SHAKESPEARE.,And nothing stands but for his scythe to mow.,9,45
W. SHAKESPEARE.,"Thyself thou gav'st, thy own worth then not knowing,",9,52
W. SHAKESPEARE.,"Or me, to whom thou gav'st it, else mistaking;",9,46
W. SHAKESPEARE.,"In sleep, a king; but waking, no such matter.",9,45
W. SHAKESPEARE.,"They are the lords and owners of their faces,",9,45
S. DANIEL,And let the day be time enough to mourn,9,39
M. DRAYTON.,Be it not seen in either of our brows,9,37
M. DRAYTON.,"Now at the last gasp of love's latest breath,",9,45
M. DRAYTON.,"When faith is kneeling by his bed of death,",9,43
M. DRAYTON.,From death to life thou might'st him yet recover!,9,49
W. DRUMMOND.,"Since that dear Voice which did thy sounds approve,",9,51
W. DRUMMOND.,"Is reft from Earth to tune those spheres above,",9,47
W. DRUMMOND.,"Or if that any hand to touch thee deign,",9,40
W. SHAKESPEARE.,"Or if they have, where is my judgment fled",9,42
W. SHAKESPEARE.,"If that be fair whereon my false eyes dote,",9,43
W. SHAKESPEARE.,"If it be not, then love doth well denote,",9,41
W. SHAKESPEARE.,That is so vex'd with watching and with tears?,9,46
W. SHAKESPEARE.,"O cunning Love! with tears thou keep'st me blind,",9,49
ANON.,"Your mind is light, soon lost for new love.",9,43
ANON.,"Your mind is light, soon lost for new love.",9,43
ANON.,"Your mind is light, soon lost for new love.",9,43
ANON.,"Your mind is light, soon lost for new love.",9,43
"E. VERE, EARL OF OXFORD.","If women could be fair, and yet not fond,",9,41
"E. VERE, EARL OF OXFORD.","Or that their love were firm, not fickle still,",9,47
"E. VERE, EARL OF OXFORD.",I would not marvel that they make men bond,9,42
"E. VERE, EARL OF OXFORD.","But when I see how frail those creatures are,",9,45
"E. VERE, EARL OF OXFORD.",How oft from Phoebus they do flee to Pan;,9,41
"E. VERE, EARL OF OXFORD.",These gentle birds that fly from man to man;,9,44
"E. VERE, EARL OF OXFORD.","To pass the time when nothing else can please,",9,46
"E. VERE, EARL OF OXFORD.","And train them to our lure with subtle oath,",9,44
"E. VERE, EARL OF OXFORD.","And then we say when we their fancy try,",9,40
W. SHAKESPEARE.,Heigh ho! sing heigh ho! unto the green holly:,9,46
W. SHAKESPEARE.,Heigh ho! sing heigh ho! unto the green holly:,9,46
W. DRUMMOND.,"Disdains to crop a weed, and will not come.",9,43
J. WEBSTER.,To rear him hillocks that shall keep him warm,9,45
J. WEBSTER.,And (when gay tombs are robb'd) sustain no harm;,9,48
J. WEBSTER.,For with his nails he'll dig them up again.,9,43
W. SHAKESPEARE.,"Reserve them for my love, not for their rhyme",9,45
W. SHAKESPEARE.,"""Had my friend's muse grown with this growing age,",9,50
W. SHAKESPEARE.,"A dearer birth than this his love had brought,",9,46
W. SHAKESPEARE.,No longer mourn for me when I am dead,9,37
W. SHAKESPEARE.,"Give warning to the world, that I am fled",9,41
W. SHAKESPEARE.,"From this vile world, with vilest worms to dwell;",9,49
W. SHAKESPEARE.,That I in your sweet thoughts would be forgot,9,45
W. SHAKESPEARE.,If thinking on me then should make you woe.,9,43
W. SHAKESPEARE.,"O if, I say, you look upon this verse",9,37
W. SHAKESPEARE.,"Do not so much as my poor name rehearse,",9,40
W. SHAKESPEARE.,But let your love even with my life decay;,9,42
W. SHAKESPEARE.,"Lest the wise world should look into your moan,",9,47
W. SHAKESPEARE.,And mock you with me after I am gone.,9,37
E. SPENSER.,"Calm was the day, and through the trembling air",9,47
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,"In which they gather'd flowers to fill their flasket,",9,53
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,With that I saw two swans of goodly hue,9,39
E. SPENSER.,"The snow which doth the top of Pindus strow,",9,44
E. SPENSER.,"Nor Jove himself, when he a swan would be",9,41
E. SPENSER.,"Yet Leda was (they say) as white as he,",9,39
E. SPENSER.,"Yet not so white as these, nor nothing near;",9,44
E. SPENSER.,"That even the gentle stream, the which them bare,",9,49
E. SPENSER.,"Seem'd foul to them, and bade his billows spare",9,47
E. SPENSER.,"Soil their fair plumes with water not so fair,",9,46
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,"Eftsoons the nymphs, which now had flowers their fill,",9,54
E. SPENSER.,Ran all in haste to see that silver brood,9,41
E. SPENSER.,Them seem'd they never saw a sight so fair,9,42
E. SPENSER.,"Of fowls, so lovely, that they sure did deem",9,44
E. SPENSER.,"Them heavenly born, or to be that same pair",9,43
E. SPENSER.,"Yet were they bred of summer's heat, they say,",9,46
E. SPENSER.,"Even as their bridal day, which was not long:",9,45
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,Then forth they all out of their baskets drew,9,45
E. SPENSER.,"Great store of flowers, the honour of the field,",9,48
E. SPENSER.,"Of freshest flowers which in that mead they found,",9,50
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,"And let fair Venus, that is queen of love,",9,42
E. SPENSER.,"Sweet Thames! run softly, till I end my song.""",9,46
E. SPENSER.,Which said their bridal day should not be long:,9,47
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,"That to me gave this life's first native source,",9,48
E. SPENSER.,"The which on Thames' broad agéd back do ride,",9,45
E. SPENSER.,"Of that great lord, which therein wont to dwell,",9,48
E. SPENSER.,Whose want too well now feels my friendless case;,9,49
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
E. SPENSER.,"Whose dreadful name late thro' all Spain did thunder,",9,53
E. SPENSER.,"Through all the world, fill'd with thy wide alarms",9,50
E. SPENSER.,Sweet Thames! run softly till I end my song.,9,44
E. SPENSER.,"Sweet Thames! run softly, till I end my song.",9,45
T. DEKKER.,Dost thou laugh to see how fools are vexéd,9,42
T. DEKKER.,"No burden bears, but is a king, a king!",9,39
W. DRUMMOND.,Is like a bubble blown up in the air,9,36
W. DRUMMOND.,And though it sometimes seem of its own might,9,45
W. DRUMMOND.,—But in that pomp it doth not long appear;,9,42
W. DRUMMOND.,"Because it erst was nought, it turns to nought.",9,47
W. SHAKESPEARE.,"Why so large cost, having so short a lease,",9,43
W. SHAKESPEARE.,Eat up thy charge? is this thy body's end?,9,42
W. SHAKESPEARE.,"And death once dead, there's no more dying then.",9,48
LORD BACON,"The World's a bubble, and the Life of Man",9,41
LORD BACON,"Curst from his cradle, and brought up to years",9,46
LORD BACON,"But limns on water, or but writes in dust.",9,42
LORD BACON,"And where's a city from foul vice so free,",9,42
LORD BACON,"Those that live single, take it for a curse,",9,44
LORD BACON,"Some would have children: those that have them, moan",9,52
LORD BACON,"Wars with their noise affright us; when they cease,",9,51
LORD BACON,"What then remains, but that we still should cry",9,47
W. DRUMMOND.,Of this fair volume which we World do name,9,42
W. DRUMMOND.,"Of Him who it corrects, and did it frame,",9,41
W. DRUMMOND.,We clear might read the art and wisdom rare:,9,44
W. DRUMMOND.,"Find out His power which wildest powers doth tame,",9,50
W. DRUMMOND.,Is this the justice which on Earth we find?,9,43
W. DRUMMOND.,Is this that firm decree which all doth bind?,9,45
W. DRUMMOND.,Ply like a feather toss'd by storm and wind.,9,44
W. DRUMMOND.,"Heavens! hinder, stop this fate; or grant a time",9,48
W. SHAKESPEARE.,"Tired with all these, for restful death I cry—",9,46
W. SHAKESPEARE.,"Save that, to die, I leave my Love alone.",9,41
W. DRUMMOND.,"Girt with rough skins, hies to the deserts wild,",9,48
W. DRUMMOND.,"Which he more harmless found than man, and mild.",9,48
W. DRUMMOND.,"His food was locusts, and what there doth spring",9,48
W. DRUMMOND.,There burst he forth: All ye whose hopes rely,9,45
J. MILTON.,"This is the month, and this the happy morn",9,42
J. MILTON.,And with His Father work us a perpetual peace.,9,46
J. MILTON.,"He laid aside; and, here with us to be,",9,39
J. MILTON.,"Hast thou no verse, no hymn, or solemn strain",9,45
J. MILTON.,"Now while the heaven, by the sun's team untrod,",9,47
J. MILTON.,"Have thou the honour first thy Lord to greet,",9,45
J. MILTON.,From out His secret altar touch'd with hallow'd fire.,9,53
J. MILTON.,She strikes a universal peace through sea and land.,9,51
J. MILTON.,The idle spear and shield were high up hung;,9,44
J. MILTON.,"Until their Lord Himself bespake, and bid them go.",9,50
J. MILTON.,"Then his bright throne, or burning axletree, could bear.",9,56
J. MILTON.,And that her reign had here its last fulfilling;,9,48
J. MILTON.,Could hold all heaven and earth in happier union.,9,49
J. MILTON.,"But when of old the sons of morning sung,",9,41
J. MILTON.,And bid the weltering waves their oozy channel keep.,9,52
J. MILTON.,If ye have power to touch our senses so;,9,40
J. MILTON.,And let the bass of heaven's deep organ blow;,9,45
J. MILTON.,And leave her dolorous mansions to the peering day.,9,51
J. MILTON.,The nymphs in twilight shade of tangled thickets mourn.,9,55
J. MILTON.,In vain the Tyrian maids their wounded Thammuz mourn.,9,53
